

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/07 15:08:23 | 3.1450 (0) | 25.3075 dC | 52.8165 rH | 44.1667 lx | 0.3486 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:05 | 3.1450 (0) | 26.9756 dC | 56.7181 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:10 | 3.1450 (0) | 26.9625 dC | 56.6635 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:15 | 3.1450 (0) | 26.9402 dC | 56.6771 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:20 | 3.1450 (0) | 26.9386 dC | 56.6945 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:25 | 3.1450 (0) | 26.9314 dC | 56.7298 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:30 | 3.1450 (0) | 26.9245 dC | 56.7160 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:35 | 3.1450 (0) | 26.9117 dC | 56.7312 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:40 | 3.1450 (0) | 26.9314 dC | 56.7804 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:45 | 3.1450 (0) | 26.9367 dC | 56.7770 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:50 | 3.1450 (0) | 26.9390 dC | 56.7930 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:55 | 3.1450 (0) | 26.9415 dC | 56.8100 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:00 | 3.1450 (0) | 26.9390 dC | 56.8400 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:05 | 3.1450 (0) | 26.9180 dC | 56.8317 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:10 | 3.1450 (0) | 26.9169 dC | 56.8272 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:15 | 3.1450 (0) | 26.9131 dC | 56.8480 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:20 | 3.1450 (0) | 26.9251 dC | 56.8715 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:25 | 3.1450 (0) | 26.8940 dC | 56.8718 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:30 | 3.1450 (0) | 26.8785 dC | 56.8919 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:35 | 3.1450 (0) | 26.8763 dC | 56.8815 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:40 | 3.1450 (0) | 26.8848 dC | 56.8996 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:45 | 3.1450 (0) | 26.8856 dC | 56.9270 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:50 | 3.1450 (0) | 26.8980 dC | 56.9394 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:21:55 | 3.1450 (0) | 26.8995 dC | 56.9790 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:00 | 3.1450 (0) | 26.9053 dC | 56.9960 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:05 | 3.1450 (0) | 26.8888 dC | 56.9634 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:10 | 3.1450 (0) | 26.8948 dC | 56.9918 rH | 65.0000 lx | 0.5130 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:15 | 3.1450 (0) | 26.8995 dC | 56.9972 rH | 65.0000 lx | 0.5130 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:20 | 3.1450 (0) | 26.9035 dC | 57.0107 rH | 65.0000 lx | 0.5130 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:25 | 3.1450 (0) | 26.8763 dC | 57.0019 rH | 65.0000 lx | 0.5130 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:30 | 3.1450 (0) | 26.8679 dC | 56.9930 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:35 | 3.1450 (0) | 26.8679 dC | 57.0362 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:40 | 3.1450 (0) | 26.8375 dC | 57.0065 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:45 | 3.1450 (0) | 26.8353 dC | 57.0087 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:50 | 3.1450 (0) | 26.8244 dC | 57.0190 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:22:55 | 3.1450 (0) | 26.8198 dC | 57.0620 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:00 | 3.1450 (0) | 26.8206 dC | 57.0923 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:05 | 3.1450 (0) | 26.7914 dC | 57.0591 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:10 | 3.1450 (0) | 26.7750 dC | 57.1047 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:15 | 3.1450 (0) | 26.7700 dC | 57.1149 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:20 | 3.1450 (0) | 26.7700 dC | 57.1105 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:25 | 3.1450 (0) | 26.7595 dC | 57.1127 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:30 | 3.1450 (0) | 26.7599 dC | 57.1051 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:35 | 3.1450 (0) | 26.7593 dC | 57.1445 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:40 | 3.1450 (0) | 26.7567 dC | 57.1530 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:45 | 3.1450 (0) | 26.7466 dC | 57.1696 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:50 | 3.1450 (0) | 26.7429 dC | 57.1815 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:23:55 | 3.1450 (0) | 26.7422 dC | 57.2067 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:00 | 3.1450 (0) | 26.7363 dC | 57.1839 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:05 | 3.1450 (0) | 26.7216 dC | 57.2249 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:10 | 3.1450 (0) | 26.7138 dC | 57.2410 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:15 | 3.1450 (0) | 26.7225 dC | 57.2584 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:20 | 3.1450 (0) | 26.7176 dC | 57.2625 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:25 | 3.1450 (0) | 26.7366 dC | 57.2770 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:30 | 3.1450 (0) | 26.7275 dC | 57.2645 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:35 | 3.1450 (0) | 26.7302 dC | 57.2775 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:40 | 3.1450 (0) | 26.7023 dC | 57.3197 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:45 | 3.1450 (0) | 26.7151 dC | 57.3275 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:51 | 3.1450 (0) | 26.7311 dC | 57.3374 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:24:56 | 3.1450 (0) | 26.7120 dC | 57.3098 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:01 | 3.1450 (0) | 26.7170 dC | 57.3138 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:06 | 3.1450 (0) | 26.7313 dC | 57.3395 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:11 | 3.1450 (0) | 26.7048 dC | 57.3652 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:16 | 3.1450 (0) | 26.7071 dC | 57.3500 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:21 | 3.1450 (0) | 26.6970 dC | 57.3545 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:26 | 3.1450 (0) | 26.6720 dC | 57.3508 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:31 | 3.1450 (0) | 26.6748 dC | 57.3782 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:36 | 3.1450 (0) | 26.6701 dC | 57.3572 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:41 | 3.1450 (0) | 26.6647 dC | 57.4052 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:46 | 3.1450 (0) | 26.6562 dC | 57.3986 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:51 | 3.1450 (0) | 26.6569 dC | 57.4220 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:25:56 | 3.1450 (0) | 26.6630 dC | 57.4375 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:01 | 3.1450 (0) | 26.6579 dC | 57.4458 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:06 | 3.1450 (0) | 26.6657 dC | 57.4447 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:11 | 3.1450 (0) | 26.6497 dC | 57.4368 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:16 | 3.1450 (0) | 26.6573 dC | 57.4558 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:21 | 3.1450 (0) | 26.6470 dC | 57.4560 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:26 | 3.1450 (0) | 26.6474 dC | 57.4803 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:31 | 3.1450 (0) | 26.6533 dC | 57.4754 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:36 | 3.1450 (0) | 26.6539 dC | 57.4691 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:41 | 3.1450 (0) | 26.6382 dC | 57.5023 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:46 | 3.1450 (0) | 26.6562 dC | 57.5265 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:51 | 3.1450 (0) | 26.6378 dC | 57.5355 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:26:56 | 3.1450 (0) | 26.6306 dC | 57.5168 rH | 67.5000 lx | 0.5328 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:01 | 3.1450 (0) | 26.6132 dC | 57.5246 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:06 | 3.1450 (0) | 26.6249 dC | 57.5379 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:11 | 3.1450 (0) | 26.6121 dC | 57.5399 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:16 | 3.1450 (0) | 26.6306 dC | 57.5204 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:21 | 3.1450 (0) | 26.6209 dC | 57.5742 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:26 | 3.1450 (0) | 26.6258 dC | 57.5968 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:31 | 3.1450 (0) | 26.6127 dC | 57.5887 rH | 65.0000 lx | 0.5130 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:36 | 3.1450 (0) | 26.6428 dC | 57.6479 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:41 | 3.1450 (0) | 26.6251 dC | 57.6399 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:46 | 3.1450 (0) | 26.6235 dC | 57.6481 rH | 65.8333 lx | 0.5196 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:51 | 3.1450 (0) | 26.6340 dC | 57.6676 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:27:56 | 3.1450 (0) | 26.6346 dC | 57.6486 rH | 67.5000 lx | 0.5328 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:01 | 3.1450 (0) | 26.6237 dC | 57.6875 rH | 66.6667 lx | 0.5262 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:06 | 3.1450 (0) | 26.6264 dC | 57.6308 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:11 | 3.1450 (0) | 26.6222 dC | 57.6357 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:16 | 3.1450 (0) | 26.6108 dC | 57.6593 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:21 | 3.1450 (0) | 26.6130 dC | 57.6792 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:26 | 3.1450 (0) | 26.6054 dC | 57.6714 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:31 | 3.1450 (0) | 26.6081 dC | 57.6819 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:36 | 3.1450 (0) | 26.5867 dC | 57.6904 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:41 | 3.1450 (0) | 26.6214 dC | 57.6858 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:46 | 3.1450 (0) | 26.6167 dC | 57.7222 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:51 | 3.1450 (0) | 26.6150 dC | 57.7391 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:28:56 | 3.1450 (0) | 26.6153 dC | 57.7269 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:01 | 3.1450 (0) | 26.6121 dC | 57.7398 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:06 | 3.1450 (0) | 26.6228 dC | 57.7416 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:11 | 3.1450 (0) | 26.6296 dC | 57.7338 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:16 | 3.1450 (0) | 26.6176 dC | 57.7463 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:21 | 3.1450 (0) | 26.6090 dC | 57.7427 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:26 | 3.1450 (0) | 26.5762 dC | 57.7321 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:31 | 3.1450 (0) | 26.5867 dC | 57.7361 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:36 | 3.1450 (0) | 26.5900 dC | 57.7828 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:41 | 3.1450 (0) | 26.5944 dC | 57.7862 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:46 | 3.1450 (0) | 26.5825 dC | 57.8214 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:51 | 3.1450 (0) | 26.5875 dC | 57.7998 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:29:56 | 3.1450 (0) | 26.5980 dC | 57.7888 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:01 | 3.1450 (0) | 26.6041 dC | 57.8472 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:06 | 3.1450 (0) | 26.6062 dC | 57.8429 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:11 | 3.1450 (0) | 26.5985 dC | 57.8286 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:16 | 3.1450 (0) | 26.6212 dC | 57.8567 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:21 | 3.1450 (0) | 26.5848 dC | 57.8755 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:26 | 3.1450 (0) | 26.5778 dC | 57.8176 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:31 | 3.1450 (0) | 26.5512 dC | 57.8362 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:36 | 3.1450 (0) | 26.5425 dC | 57.8436 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:41 | 3.1450 (0) | 26.5198 dC | 57.8162 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:46 | 3.1450 (0) | 26.5060 dC | 57.8767 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:51 | 3.1450 (0) | 26.5251 dC | 57.8720 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:30:56 | 3.1450 (0) | 26.5253 dC | 57.8773 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:01 | 3.1450 (0) | 26.5297 dC | 57.9265 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:06 | 3.1450 (0) | 26.5476 dC | 57.9466 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:11 | 3.1450 (0) | 26.5398 dC | 57.9613 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:16 | 3.1450 (0) | 26.5535 dC | 57.9766 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:21 | 3.1450 (0) | 26.5751 dC | 57.9631 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:26 | 3.1450 (0) | 26.5640 dC | 57.9716 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:31 | 3.1450 (0) | 26.5499 dC | 57.9631 rH | 71.6667 lx | 0.5656 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:31:36 | 3.1450 (0) | 26.5358 dC | 57.9666 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
