

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/07 15:08:23 | 3.1450 (0) | 25.3075 dC | 52.8165 rH | 44.1667 lx | 0.3486 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:11:43 | 3.1450 (0) | 26.0468 dC | 54.2446 rH | 101.6667 lx | 0.8024 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:11:48 | 3.1450 (0) | 26.0448 dC | 54.2115 rH | 99.1667 lx | 0.7827 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:11:53 | 3.1450 (0) | 26.0275 dC | 54.2603 rH | 98.3333 lx | 0.7761 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:11:58 | 3.1450 (0) | 26.0612 dC | 54.3351 rH | 100.0000 lx | 0.7893 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:03 | 3.1450 (0) | 26.0481 dC | 54.3193 rH | 101.6667 lx | 0.8024 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:08 | 3.1450 (0) | 26.0715 dC | 54.3864 rH | 100.8333 lx | 0.7958 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:13 | 3.1450 (0) | 26.0849 dC | 54.4194 rH | 104.1667 lx | 0.8222 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:18 | 3.1450 (0) | 26.1032 dC | 54.4619 rH | 91.6667 lx | 0.7235 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:23 | 3.1450 (0) | 26.1276 dC | 54.5172 rH | 52.5000 lx | 0.4144 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:35 | 3.1450 (0) | 26.2039 dC | 54.5860 rH | 63.3333 lx | 0.4999 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:40 | 3.1450 (0) | 26.2306 dC | 54.6212 rH | 11.6667 lx | 0.0921 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:45 | 3.1450 (0) | 26.7836 dC | 55.1599 rH | 90.8333 lx | 0.7169 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:50 | 3.1450 (0) | 26.6832 dC | 54.8366 rH | 75.8333 lx | 0.5985 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:12:55 | 3.1450 (0) | 26.5732 dC | 54.8472 rH | 75.8333 lx | 0.5985 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:00 | 3.1450 (0) | 26.5421 dC | 54.8559 rH | 39.1667 lx | 0.3091 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:05 | 3.1450 (0) | 26.5585 dC | 54.8802 rH | 15.0000 lx | 0.1184 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:10 | 3.1450 (0) | 26.5806 dC | 54.8970 rH | 73.3333 lx | 0.5788 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:15 | 3.1450 (0) | 26.5888 dC | 54.9160 rH | 75.8333 lx | 0.5985 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:20 | 3.1450 (0) | 26.5957 dC | 54.9294 rH | 69.1667 lx | 0.5459 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:25 | 3.1450 (0) | 26.6766 dC | 55.0350 rH | 85.0000 lx | 0.6709 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:30 | 3.1450 (0) | 26.6905 dC | 55.0214 rH | 64.1667 lx | 0.5064 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:35 | 3.1450 (0) | 26.6920 dC | 55.0285 rH | 90.8333 lx | 0.7169 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:40 | 3.1450 (0) | 26.6933 dC | 55.0532 rH | 81.6667 lx | 0.6446 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:45 | 3.1450 (0) | 26.7233 dC | 55.1235 rH | 48.3333 lx | 0.3815 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:50 | 3.1450 (0) | 26.7658 dC | 55.1812 rH | 52.5000 lx | 0.4144 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:13:55 | 3.1450 (0) | 26.7704 dC | 55.1347 rH | 115.0000 lx | 0.9077 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:00 | 3.1450 (0) | 26.7513 dC | 55.1886 rH | 99.1667 lx | 0.7827 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:05 | 3.1450 (0) | 26.7586 dC | 55.2052 rH | 80.0000 lx | 0.6314 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:10 | 3.1450 (0) | 26.7475 dC | 55.2116 rH | 93.3333 lx | 0.7366 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:15 | 3.1450 (0) | 26.7626 dC | 55.2674 rH | 92.5000 lx | 0.7301 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:20 | 3.1450 (0) | 26.7498 dC | 55.2505 rH | 93.3333 lx | 0.7366 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:25 | 3.1450 (0) | 26.7599 dC | 55.2966 rH | 94.1667 lx | 0.7432 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:30 | 3.1450 (0) | 26.7845 dC | 55.3244 rH | 92.5000 lx | 0.7301 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:35 | 3.1450 (0) | 26.7900 dC | 55.3617 rH | 93.3333 lx | 0.7366 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:40 | 3.1450 (0) | 26.7927 dC | 55.3927 rH | 92.5000 lx | 0.7301 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:45 | 3.1450 (0) | 26.8038 dC | 55.3895 rH | 127.5000 lx | 1.0063 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:50 | 3.1450 (0) | 26.8061 dC | 55.3998 rH | 90.0000 lx | 0.7103 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:14:55 | 3.1450 (0) | 26.8078 dC | 55.4517 rH | 91.6667 lx | 0.7235 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:00 | 3.1450 (0) | 26.8156 dC | 55.5061 rH | 90.8333 lx | 0.7169 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:05 | 3.1450 (0) | 26.8230 dC | 55.5225 rH | 90.8333 lx | 0.7169 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:10 | 3.1450 (0) | 26.8497 dC | 55.5439 rH | 90.8333 lx | 0.7169 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:15 | 3.1450 (0) | 26.8705 dC | 55.5470 rH | 90.0000 lx | 0.7103 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:20 | 3.1450 (0) | 26.8671 dC | 55.5888 rH | 90.0000 lx | 0.7103 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:25 | 3.1450 (0) | 26.8620 dC | 55.6420 rH | 88.3333 lx | 0.6972 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:30 | 3.1450 (0) | 26.8740 dC | 55.6818 rH | 90.0000 lx | 0.7103 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:35 | 3.1450 (0) | 26.8963 dC | 55.6849 rH | 90.0000 lx | 0.7103 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:40 | 3.1450 (0) | 26.8862 dC | 55.6752 rH | 87.5000 lx | 0.6906 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:45 | 3.1450 (0) | 26.9032 dC | 55.7190 rH | 90.0000 lx | 0.7103 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:50 | 3.1450 (0) | 26.9058 dC | 55.7455 rH | 4.1667 lx | 0.0329 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:15:55 | 3.1450 (0) | 26.9123 dC | 55.7987 rH | 78.3333 lx | 0.6183 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:00 | 3.1450 (0) | 26.9203 dC | 55.7897 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:05 | 3.1450 (0) | 26.9373 dC | 55.8221 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:10 | 3.1450 (0) | 26.9491 dC | 55.8882 rH | 81.6667 lx | 0.6446 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:15 | 3.1450 (0) | 26.9560 dC | 55.8578 rH | 81.6667 lx | 0.6446 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:20 | 3.1450 (0) | 26.9724 dC | 55.9105 rH | 81.6667 lx | 0.6446 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:25 | 3.1450 (0) | 26.9766 dC | 55.9055 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:30 | 3.1450 (0) | 26.9674 dC | 55.9141 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:35 | 3.1450 (0) | 26.9711 dC | 55.9450 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:40 | 3.1450 (0) | 26.9726 dC | 55.9757 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:45 | 3.1450 (0) | 26.9726 dC | 55.9860 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:50 | 3.1450 (0) | 26.9632 dC | 56.0322 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:16:55 | 3.1450 (0) | 26.9730 dC | 56.0398 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:00 | 3.1450 (0) | 26.9934 dC | 56.0451 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:05 | 3.1450 (0) | 26.9737 dC | 56.0755 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:10 | 3.1450 (0) | 26.9918 dC | 56.0887 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:15 | 3.1450 (0) | 26.9978 dC | 56.1440 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:20 | 3.1450 (0) | 26.9859 dC | 56.1205 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:25 | 3.1450 (0) | 26.9888 dC | 56.1333 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:30 | 3.1450 (0) | 26.9829 dC | 56.1538 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:35 | 3.1450 (0) | 26.9661 dC | 56.1960 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:40 | 3.1450 (0) | 26.9579 dC | 56.1753 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:45 | 3.1450 (0) | 26.9606 dC | 56.1973 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:50 | 3.1450 (0) | 26.9756 dC | 56.2277 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:17:55 | 3.1450 (0) | 26.9615 dC | 56.2550 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:00 | 3.1450 (0) | 26.9648 dC | 56.2749 rH | 81.6667 lx | 0.6446 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:05 | 3.1450 (0) | 26.9478 dC | 56.2678 rH | 81.6667 lx | 0.6446 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:10 | 3.1450 (0) | 26.9373 dC | 56.3195 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:15 | 3.1450 (0) | 26.9112 dC | 56.2949 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:20 | 3.1450 (0) | 26.9140 dC | 56.3145 rH | 63.3333 lx | 0.4999 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:25 | 3.1450 (0) | 26.9053 dC | 56.3379 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:30 | 3.1450 (0) | 26.9281 dC | 56.3522 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:35 | 3.1450 (0) | 26.9203 dC | 56.3937 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:40 | 3.1450 (0) | 26.9405 dC | 56.4118 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:45 | 3.1450 (0) | 26.9688 dC | 56.4302 rH | 82.5000 lx | 0.6511 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:50 | 3.1450 (0) | 26.9423 dC | 56.4612 rH | 85.8333 lx | 0.6775 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:18:55 | 3.1450 (0) | 26.9575 dC | 56.4917 rH | 83.3333 lx | 0.6577 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:00 | 3.1450 (0) | 26.9566 dC | 56.4586 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:05 | 3.1450 (0) | 26.9468 dC | 56.5071 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:10 | 3.1450 (0) | 26.9405 dC | 56.5475 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:15 | 3.1450 (0) | 26.9482 dC | 56.5247 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:20 | 3.1450 (0) | 26.9529 dC | 56.5553 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:25 | 3.1450 (0) | 26.9550 dC | 56.5714 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:30 | 3.1450 (0) | 26.9547 dC | 56.6013 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:35 | 3.1450 (0) | 26.9703 dC | 56.6154 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:40 | 3.1450 (0) | 26.9669 dC | 56.6237 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:45 | 3.1450 (0) | 26.9537 dC | 56.6399 rH | 69.1667 lx | 0.5459 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:50 | 3.1450 (0) | 26.9625 dC | 56.6109 rH | 70.8333 lx | 0.5591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:19:55 | 3.1450 (0) | 26.9812 dC | 56.6504 rH | 69.1667 lx | 0.5459 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/07 15:20:00 | 3.1450 (0) | 26.9739 dC | 56.6780 rH | 70.0000 lx | 0.5525 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
