

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/07/11 20:21:42 | 3.1450 (0) | 20.0277 dC | 68.0249 rH | 268.3333 lx | 2.1179 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:33:55 | 3.1450 (0) | 19.7464 dC | 69.5171 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:00 | 3.1450 (0) | 19.7319 dC | 69.5249 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:05 | 3.1450 (0) | 19.7054 dC | 69.5461 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:10 | 3.1450 (0) | 19.6959 dC | 69.5300 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:15 | 3.1450 (0) | 19.6659 dC | 69.5652 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:20 | 3.1450 (0) | 19.6516 dC | 69.5660 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:25 | 3.1450 (0) | 19.6260 dC | 69.6040 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:30 | 3.1450 (0) | 19.6413 dC | 69.6310 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:35 | 3.1450 (0) | 19.6056 dC | 69.6162 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:40 | 3.1450 (0) | 19.5900 dC | 69.6232 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:45 | 3.1450 (0) | 19.5864 dC | 69.6133 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:50 | 3.1450 (0) | 19.5608 dC | 69.6369 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:34:55 | 3.1450 (0) | 19.5515 dC | 69.6790 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:00 | 3.1450 (0) | 19.5400 dC | 69.6706 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:05 | 3.1450 (0) | 19.5194 dC | 69.6617 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:10 | 3.1450 (0) | 19.5038 dC | 69.6822 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:15 | 3.1450 (0) | 19.5047 dC | 69.7304 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:20 | 3.1450 (0) | 19.5164 dC | 69.6967 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:25 | 3.1450 (0) | 19.4773 dC | 69.6966 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:30 | 3.1450 (0) | 19.4845 dC | 69.7370 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:35 | 3.1450 (0) | 19.4681 dC | 69.7027 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:40 | 3.1450 (0) | 19.4504 dC | 69.7018 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:45 | 3.1450 (0) | 19.4475 dC | 69.7389 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:50 | 3.1450 (0) | 19.4366 dC | 69.7490 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:35:55 | 3.1450 (0) | 19.4202 dC | 69.7560 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:00 | 3.1450 (0) | 19.4279 dC | 69.7861 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:05 | 3.1450 (0) | 19.4399 dC | 69.8307 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:10 | 3.1450 (0) | 19.4141 dC | 69.7920 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:15 | 3.1450 (0) | 19.4065 dC | 69.8100 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:20 | 3.1450 (0) | 19.4002 dC | 69.8280 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:25 | 3.1450 (0) | 19.3869 dC | 69.8416 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:30 | 3.1450 (0) | 19.3979 dC | 69.8132 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:35 | 3.1450 (0) | 19.3796 dC | 69.8592 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:40 | 3.1450 (0) | 19.3521 dC | 69.8528 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:45 | 3.1450 (0) | 19.3626 dC | 69.8886 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:50 | 3.1450 (0) | 19.3481 dC | 69.8691 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:36:55 | 3.1450 (0) | 19.3476 dC | 69.9021 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:00 | 3.1450 (0) | 19.3554 dC | 69.9089 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:05 | 3.1450 (0) | 19.3289 dC | 69.8962 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:10 | 3.1450 (0) | 19.3480 dC | 69.9320 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:15 | 3.1450 (0) | 19.3216 dC | 69.9308 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:20 | 3.1450 (0) | 19.3256 dC | 69.9326 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:25 | 3.1450 (0) | 19.3272 dC | 69.9810 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:30 | 3.1450 (0) | 19.3335 dC | 69.9565 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:35 | 3.1450 (0) | 19.3275 dC | 70.0077 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:40 | 3.1450 (0) | 19.3180 dC | 69.9754 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:45 | 3.1450 (0) | 19.3144 dC | 69.9883 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:50 | 3.1450 (0) | 19.3110 dC | 69.9902 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:37:55 | 3.1450 (0) | 19.3285 dC | 70.0459 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:00 | 3.1450 (0) | 19.3121 dC | 70.0172 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:05 | 3.1450 (0) | 19.3062 dC | 70.0543 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:10 | 3.1450 (0) | 19.3041 dC | 70.0405 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:15 | 3.1450 (0) | 19.2863 dC | 70.0504 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:20 | 3.1450 (0) | 19.2659 dC | 70.0277 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:25 | 3.1450 (0) | 19.2722 dC | 70.0396 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:30 | 3.1450 (0) | 19.2614 dC | 70.0889 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:35 | 3.1450 (0) | 19.2520 dC | 70.0950 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:40 | 3.1450 (0) | 19.2566 dC | 70.0948 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:45 | 3.1450 (0) | 19.2673 dC | 70.1175 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:50 | 3.1450 (0) | 19.2451 dC | 70.1038 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:38:55 | 3.1450 (0) | 19.2389 dC | 70.1077 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:00 | 3.1450 (0) | 19.2398 dC | 70.1719 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:05 | 3.1450 (0) | 19.2429 dC | 70.1653 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:10 | 3.1450 (0) | 19.2562 dC | 70.1702 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:15 | 3.1450 (0) | 19.2535 dC | 70.1936 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:20 | 3.1450 (0) | 19.2556 dC | 70.2126 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:25 | 3.1450 (0) | 19.2417 dC | 70.1983 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:30 | 3.1450 (0) | 19.2421 dC | 70.2118 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:35 | 3.1450 (0) | 19.2385 dC | 70.2168 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:40 | 3.1450 (0) | 19.2356 dC | 70.2200 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:45 | 3.1450 (0) | 19.2284 dC | 70.2571 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:50 | 3.1450 (0) | 19.2192 dC | 70.2540 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:39:55 | 3.1450 (0) | 19.2257 dC | 70.2979 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:00 | 3.1450 (0) | 19.2270 dC | 70.2676 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:05 | 3.1450 (0) | 19.2207 dC | 70.2968 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:10 | 3.1450 (0) | 19.2074 dC | 70.3158 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:15 | 3.1450 (0) | 19.2274 dC | 70.3140 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:20 | 3.1450 (0) | 19.2175 dC | 70.3279 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:25 | 3.1450 (0) | 19.2173 dC | 70.3232 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:30 | 3.1450 (0) | 19.2011 dC | 70.3254 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:35 | 3.1450 (0) | 19.2162 dC | 70.3477 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:40 | 3.1450 (0) | 19.1996 dC | 70.3720 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:45 | 3.1450 (0) | 19.2091 dC | 70.3927 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:50 | 3.1450 (0) | 19.2047 dC | 70.3790 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:40:55 | 3.1450 (0) | 19.2116 dC | 70.3826 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:00 | 3.1450 (0) | 19.2106 dC | 70.4030 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:05 | 3.1450 (0) | 19.2242 dC | 70.4104 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:10 | 3.1450 (0) | 19.1801 dC | 70.4036 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:15 | 3.1450 (0) | 19.1946 dC | 70.4403 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:20 | 3.1450 (0) | 19.2080 dC | 70.4246 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:25 | 3.1450 (0) | 19.1998 dC | 70.4448 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:30 | 3.1450 (0) | 19.2001 dC | 70.4576 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:35 | 3.1450 (0) | 19.2074 dC | 70.4730 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:40 | 3.1450 (0) | 19.1919 dC | 70.5063 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:45 | 3.1450 (0) | 19.1946 dC | 70.5152 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:50 | 3.1450 (0) | 19.2091 dC | 70.5293 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:41:55 | 3.1450 (0) | 19.1996 dC | 70.5333 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:00 | 3.1450 (0) | 19.1870 dC | 70.5409 rH | 0.8333 lx | 0.0066 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:05 | 3.1450 (0) | 19.1895 dC | 70.5406 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:10 | 3.1450 (0) | 19.1975 dC | 70.5620 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:15 | 3.1450 (0) | 19.2133 dC | 70.5738 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
