

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/07/11 20:21:42 | 3.1450 (0) | 20.0277 dC | 68.0249 rH | 268.3333 lx | 2.1179 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:20 | 3.1450 (0) | 19.2329 dC | 70.5744 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:26 | 3.1450 (0) | 19.1805 dC | 70.5758 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:31 | 3.1450 (0) | 19.2045 dC | 70.6078 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:42:36 | 3.1450 (0) | 19.1936 dC | 70.6300 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:43:15 | 3.1450 (0) | 19.1374 dC | 70.6942 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:43:51 | 3.1450 (0) | 19.1214 dC | 70.7790 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:44:26 | 3.1450 (0) | 19.0866 dC | 70.8261 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:45:02 | 3.1450 (0) | 19.0945 dC | 70.9238 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:45:37 | 3.1450 (0) | 19.0994 dC | 70.9887 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:46:13 | 3.1450 (0) | 19.0680 dC | 71.0381 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:46:48 | 3.1450 (0) | 19.0523 dC | 71.1203 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:47:24 | 3.1450 (0) | 19.0670 dC | 71.2296 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:47:59 | 3.1450 (0) | 19.0596 dC | 71.2886 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:48:35 | 3.1450 (0) | 19.0762 dC | 71.3575 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:49:10 | 3.1450 (0) | 19.0729 dC | 71.4423 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:49:46 | 3.1450 (0) | 19.0781 dC | 71.4992 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:50:21 | 3.1450 (0) | 19.1315 dC | 71.5828 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:50:56 | 3.1450 (0) | 19.1500 dC | 71.6371 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:51:32 | 3.1450 (0) | 19.1631 dC | 71.6694 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:52:07 | 3.1450 (0) | 19.1799 dC | 71.7252 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:52:43 | 3.1450 (0) | 19.1809 dC | 71.8334 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:53:18 | 3.1450 (0) | 19.2060 dC | 71.8307 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:53:53 | 3.1450 (0) | 19.2244 dC | 71.9422 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:54:29 | 3.1450 (0) | 19.3016 dC | 72.0125 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:55:04 | 3.1450 (0) | 19.3029 dC | 72.0312 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:55:39 | 3.1450 (0) | 19.3224 dC | 72.0748 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:56:15 | 3.1450 (0) | 19.3609 dC | 72.1360 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:56:50 | 3.1450 (0) | 19.3262 dC | 72.1634 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:57:26 | 3.1450 (0) | 19.2942 dC | 72.2414 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:58:01 | 3.1450 (0) | 19.2749 dC | 72.2567 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:58:36 | 3.1450 (0) | 19.2722 dC | 72.3182 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:59:12 | 3.1450 (0) | 19.2801 dC | 72.4001 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 20:59:47 | 3.1450 (0) | 19.3144 dC | 72.4854 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:00:22 | 3.1450 (0) | 19.3562 dC | 72.5255 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:00:58 | 3.1450 (0) | 19.3810 dC | 72.5762 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:01:33 | 3.1450 (0) | 19.3983 dC | 72.5796 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:02:08 | 3.1450 (0) | 19.4141 dC | 72.6266 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:02:44 | 3.1450 (0) | 19.4317 dC | 72.7050 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:03:19 | 3.1450 (0) | 19.4141 dC | 72.7118 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:03:54 | 3.1450 (0) | 19.4580 dC | 72.7705 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:04:30 | 3.1450 (0) | 19.4763 dC | 72.8120 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:05:05 | 3.1450 (0) | 19.5143 dC | 72.8308 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:05:40 | 3.1450 (0) | 19.5110 dC | 72.8465 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:06:16 | 3.1450 (0) | 19.4759 dC | 72.8775 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:06:51 | 3.1450 (0) | 19.4805 dC | 72.9266 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:07:26 | 3.1450 (0) | 19.4799 dC | 72.9684 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:08:02 | 3.1450 (0) | 19.4746 dC | 72.9991 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:08:37 | 3.1450 (0) | 19.4534 dC | 73.0223 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:09:12 | 3.1450 (0) | 19.4016 dC | 73.0377 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:09:47 | 3.1450 (0) | 19.3823 dC | 73.0902 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:10:23 | 3.1450 (0) | 19.3449 dC | 73.1286 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:10:58 | 3.1450 (0) | 19.2905 dC | 73.1314 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:11:33 | 3.1450 (0) | 19.2680 dC | 73.2187 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:12:09 | 3.1450 (0) | 19.2827 dC | 73.2658 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:12:44 | 3.1450 (0) | 19.3184 dC | 73.3175 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:13:19 | 3.1450 (0) | 19.3623 dC | 73.3370 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:13:55 | 3.1450 (0) | 19.4050 dC | 73.3681 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:14:30 | 3.1450 (0) | 19.4311 dC | 73.3863 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:15:05 | 3.1450 (0) | 19.4927 dC | 73.3973 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:15:41 | 3.1450 (0) | 19.5051 dC | 73.4412 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:16:17 | 3.1450 (0) | 19.5759 dC | 73.4571 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:16:52 | 3.1450 (0) | 19.6276 dC | 73.5090 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:17:28 | 3.1450 (0) | 19.7096 dC | 73.5059 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:18:03 | 3.1450 (0) | 19.7294 dC | 73.5062 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:18:39 | 3.1450 (0) | 19.7840 dC | 73.5478 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:19:14 | 3.1450 (0) | 19.8141 dC | 73.5470 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:19:50 | 3.1450 (0) | 19.8833 dC | 73.5696 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:20:25 | 3.1450 (0) | 19.9392 dC | 73.5823 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:21:01 | 3.1450 (0) | 19.9286 dC | 73.5515 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:21:36 | 3.1450 (0) | 19.9301 dC | 73.5804 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:22:12 | 3.1450 (0) | 19.9154 dC | 73.6093 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:22:47 | 3.1450 (0) | 19.8927 dC | 73.6506 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:23:23 | 3.1450 (0) | 19.8648 dC | 73.6563 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:23:58 | 3.1450 (0) | 19.8011 dC | 73.6589 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:24:34 | 3.1450 (0) | 19.7254 dC | 73.6545 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:25:10 | 3.1450 (0) | 19.6922 dC | 73.7538 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:25:45 | 3.1450 (0) | 19.6718 dC | 73.7381 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:26:21 | 3.1450 (0) | 19.6529 dC | 73.7426 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:26:56 | 3.1450 (0) | 19.6758 dC | 73.7651 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:27:32 | 3.1450 (0) | 19.6943 dC | 73.7909 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:28:07 | 3.1450 (0) | 19.6404 dC | 73.7601 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:28:43 | 3.1450 (0) | 19.6426 dC | 73.7900 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:29:18 | 3.1450 (0) | 19.6581 dC | 73.8208 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:29:54 | 3.1450 (0) | 19.6861 dC | 73.8164 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:30:29 | 3.1450 (0) | 19.6810 dC | 73.8240 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:31:05 | 3.1450 (0) | 19.6749 dC | 73.8808 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:31:40 | 3.1450 (0) | 19.6861 dC | 73.8703 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:32:16 | 3.1450 (0) | 19.7186 dC | 73.9112 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/07/11 21:32:51 | 3.1450 (0) | 19.6907 dC | 73.8884 rH | 0.0000 lx | 0.0000 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
