

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/03/08 17:34:15 | 3.1450 (0) | 25.8549 dC | 58.3405 rH | 514.1666 lx | 4.0581 W/m^2 | 0.0010 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:10 | 3.1450 (0) | 25.9161 dC | 58.4289 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0010 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:15 | 3.1450 (0) | 25.9079 dC | 58.4713 rH | 535.8333 lx | 4.2292 W/m^2 | 0.0010 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:20 | 3.1450 (0) | 25.9048 dC | 58.4386 rH | 542.5000 lx | 4.2818 W/m^2 | 0.0010 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:25 | 3.1450 (0) | 26.3174 dC | 59.1755 rH | 6.6667 lx | 0.0526 W/m^2 | 0.0010 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:30 | 3.1450 (0) | 26.9146 dC | 59.0552 rH | 6.6667 lx | 0.0526 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:35 | 3.1450 (0) | 26.9085 dC | 58.4949 rH | 361.6667 lx | 2.8545 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:40 | 3.1450 (0) | 26.6516 dC | 58.3879 rH | 529.1666 lx | 4.1765 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:45 | 3.1450 (0) | 26.5133 dC | 58.3820 rH | 374.1667 lx | 2.9532 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:50 | 3.1450 (0) | 26.4366 dC | 58.3443 rH | 435.8333 lx | 3.4399 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:35:55 | 3.1450 (0) | 26.3956 dC | 58.3591 rH | 457.5000 lx | 3.6109 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:00 | 3.1450 (0) | 26.3916 dC | 58.3604 rH | 328.3333 lx | 2.5914 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:05 | 3.1450 (0) | 26.3758 dC | 58.3758 rH | 253.3333 lx | 1.9995 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:10 | 3.1450 (0) | 26.4231 dC | 58.4559 rH | 284.1667 lx | 2.2428 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:15 | 3.1450 (0) | 26.5230 dC | 58.5254 rH | 144.1667 lx | 1.1379 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:20 | 3.1450 (0) | 26.5736 dC | 58.5424 rH | 491.6667 lx | 3.8806 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:25 | 3.1450 (0) | 26.5306 dC | 58.4556 rH | 508.3333 lx | 4.0121 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:30 | 3.1450 (0) | 26.4864 dC | 58.4649 rH | 465.8333 lx | 3.6767 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:35 | 3.1450 (0) | 26.4660 dC | 58.4553 rH | 511.6667 lx | 4.0384 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:40 | 3.1450 (0) | 26.4801 dC | 58.4660 rH | 262.5000 lx | 2.0718 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:45 | 3.1450 (0) | 26.4648 dC | 58.4579 rH | 317.5000 lx | 2.5059 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:50 | 3.1450 (0) | 26.4671 dC | 58.4723 rH | 322.5000 lx | 2.5454 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:36:55 | 3.1450 (0) | 26.4832 dC | 58.4684 rH | 430.8333 lx | 3.4004 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:00 | 3.1450 (0) | 26.4595 dC | 58.4809 rH | 449.1667 lx | 3.5451 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:05 | 3.1450 (0) | 26.4641 dC | 58.4756 rH | 446.6667 lx | 3.5254 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:10 | 3.1450 (0) | 26.4578 dC | 58.4824 rH | 403.3333 lx | 3.1834 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:15 | 3.1450 (0) | 26.4746 dC | 58.5326 rH | 380.0000 lx | 2.9992 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:20 | 3.1450 (0) | 26.4805 dC | 58.5151 rH | 366.6667 lx | 2.8940 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:25 | 3.1450 (0) | 26.4950 dC | 58.4986 rH | 375.0000 lx | 2.9597 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:32 | 3.1450 (0) | 26.4900 dC | 58.5192 rH | 405.8333 lx | 3.2031 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:42 | 3.1450 (0) | 26.4927 dC | 58.5483 rH | 367.5000 lx | 2.9006 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:47 | 3.1450 (0) | 26.5015 dC | 58.5403 rH | 429.1667 lx | 3.3873 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:52 | 3.1450 (0) | 26.4879 dC | 58.5562 rH | 423.3333 lx | 3.3412 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:37:57 | 3.1450 (0) | 26.5066 dC | 58.5595 rH | 430.0000 lx | 3.3938 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:02 | 3.1450 (0) | 26.4923 dC | 58.5775 rH | 367.5000 lx | 2.9006 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:07 | 3.1450 (0) | 26.4877 dC | 58.6125 rH | 410.0000 lx | 3.2360 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:12 | 3.1450 (0) | 26.4975 dC | 58.5863 rH | 469.1667 lx | 3.7030 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:17 | 3.1450 (0) | 26.4828 dC | 58.6076 rH | 456.6667 lx | 3.6043 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:22 | 3.1450 (0) | 26.5024 dC | 58.6040 rH | 355.8333 lx | 2.8085 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:27 | 3.1450 (0) | 26.5207 dC | 58.6161 rH | 495.8333 lx | 3.9134 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:32 | 3.1450 (0) | 26.4923 dC | 58.5876 rH | 431.6667 lx | 3.4070 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:37 | 3.1450 (0) | 26.4914 dC | 58.6386 rH | 409.1667 lx | 3.2294 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:42 | 3.1450 (0) | 26.4959 dC | 58.6275 rH | 461.6667 lx | 3.6438 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:47 | 3.1450 (0) | 26.4942 dC | 58.6382 rH | 442.5000 lx | 3.4925 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:52 | 3.1450 (0) | 26.4740 dC | 58.6256 rH | 422.5000 lx | 3.3346 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:38:57 | 3.1450 (0) | 26.4845 dC | 58.6558 rH | 404.1667 lx | 3.1899 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:02 | 3.1450 (0) | 26.4910 dC | 58.6490 rH | 423.3333 lx | 3.3412 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:07 | 3.1450 (0) | 26.5001 dC | 58.6552 rH | 410.8333 lx | 3.2426 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:12 | 3.1450 (0) | 26.4975 dC | 58.6862 rH | 488.3333 lx | 3.8542 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:17 | 3.1450 (0) | 26.4851 dC | 58.6707 rH | 421.6667 lx | 3.3281 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:22 | 3.1450 (0) | 26.5055 dC | 58.6995 rH | 365.8333 lx | 2.8874 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:27 | 3.1450 (0) | 26.4942 dC | 58.7073 rH | 400.0000 lx | 3.1571 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:32 | 3.1450 (0) | 26.4975 dC | 58.7034 rH | 368.3333 lx | 2.9071 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:37 | 3.1450 (0) | 26.4765 dC | 58.6752 rH | 385.8333 lx | 3.0453 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:42 | 3.1450 (0) | 26.4694 dC | 58.6710 rH | 434.1667 lx | 3.4267 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:47 | 3.1450 (0) | 26.4635 dC | 58.6828 rH | 262.5000 lx | 2.0718 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:52 | 3.1450 (0) | 26.4345 dC | 58.6955 rH | 660.0000 lx | 5.2092 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:39:57 | 3.1450 (0) | 26.4494 dC | 58.6756 rH | 345.0000 lx | 2.7230 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:02 | 3.1450 (0) | 26.4448 dC | 58.6672 rH | 306.6667 lx | 2.4204 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:07 | 3.1450 (0) | 26.4359 dC | 58.7362 rH | 396.6667 lx | 3.1308 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:12 | 3.1450 (0) | 26.4179 dC | 58.7104 rH | 500.8333 lx | 3.9529 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:17 | 3.1450 (0) | 26.5343 dC | 58.8480 rH | 402.5000 lx | 3.1768 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:22 | 3.1450 (0) | 26.5074 dC | 58.8051 rH | 191.6667 lx | 1.5128 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:27 | 3.1450 (0) | 26.5125 dC | 58.7770 rH | 233.3333 lx | 1.8416 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:32 | 3.1450 (0) | 26.4938 dC | 58.7823 rH | 345.8333 lx | 2.7295 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:37 | 3.1450 (0) | 26.4996 dC | 58.7741 rH | 233.3333 lx | 1.8416 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:42 | 3.1450 (0) | 26.4942 dC | 58.7812 rH | 455.8333 lx | 3.5977 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:47 | 3.1450 (0) | 26.5028 dC | 58.7995 rH | 292.5000 lx | 2.3086 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:52 | 3.1450 (0) | 26.5093 dC | 58.8156 rH | 181.6667 lx | 1.4338 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:40:57 | 3.1450 (0) | 26.4973 dC | 58.8059 rH | 280.0000 lx | 2.2099 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:02 | 3.1450 (0) | 26.5142 dC | 58.8154 rH | 292.5000 lx | 2.3086 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:07 | 3.1450 (0) | 26.5253 dC | 58.8083 rH | 385.8333 lx | 3.0453 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:12 | 3.1450 (0) | 26.5562 dC | 58.8486 rH | 352.5000 lx | 2.7822 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:17 | 3.1450 (0) | 26.5535 dC | 58.9098 rH | 490.8333 lx | 3.8740 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:22 | 3.1450 (0) | 26.5545 dC | 58.8903 rH | 599.1666 lx | 4.7290 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:27 | 3.1450 (0) | 26.5728 dC | 59.0681 rH | 229.1667 lx | 1.8087 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:32 | 3.1450 (0) | 26.5703 dC | 58.9347 rH | 639.1666 lx | 5.0447 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:37 | 3.1450 (0) | 26.5829 dC | 58.8980 rH | 535.0000 lx | 4.2226 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:42 | 3.1450 (0) | 26.5900 dC | 58.8995 rH | 421.6667 lx | 3.3281 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:47 | 3.1450 (0) | 26.5934 dC | 58.8692 rH | 246.6667 lx | 1.9469 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:52 | 3.1450 (0) | 26.6287 dC | 58.9002 rH | 541.6666 lx | 4.2752 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:41:57 | 3.1450 (0) | 26.6287 dC | 58.9062 rH | 384.1667 lx | 3.0321 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:02 | 3.1450 (0) | 26.6287 dC | 58.8499 rH | 289.1667 lx | 2.2823 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:07 | 3.1450 (0) | 26.6291 dC | 58.8252 rH | 321.6667 lx | 2.5388 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:12 | 3.1450 (0) | 26.6172 dC | 58.8766 rH | 346.6667 lx | 2.7361 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:17 | 3.1450 (0) | 26.6212 dC | 58.8540 rH | 305.8333 lx | 2.4138 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:22 | 3.1450 (0) | 26.6178 dC | 58.8509 rH | 381.6667 lx | 3.0124 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:27 | 3.1450 (0) | 26.6109 dC | 58.8861 rH | 361.6667 lx | 2.8545 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:32 | 3.1450 (0) | 26.6304 dC | 58.8929 rH | 309.1667 lx | 2.4401 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:37 | 3.1450 (0) | 26.6872 dC | 58.9460 rH | 455.0000 lx | 3.5912 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:42 | 3.1450 (0) | 26.7069 dC | 58.8577 rH | 374.1667 lx | 2.9532 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:47 | 3.1450 (0) | 26.7048 dC | 58.9066 rH | 460.0000 lx | 3.6306 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:52 | 3.1450 (0) | 26.7179 dC | 58.9149 rH | 440.8333 lx | 3.4793 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:42:57 | 3.1450 (0) | 26.7166 dC | 58.9020 rH | 518.3333 lx | 4.0910 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:02 | 3.1450 (0) | 26.7248 dC | 58.8703 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:07 | 3.1450 (0) | 26.7239 dC | 58.8778 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:12 | 3.1450 (0) | 26.7313 dC | 58.8630 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:17 | 3.1450 (0) | 26.7406 dC | 58.8221 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:22 | 3.1450 (0) | 26.7262 dC | 58.8421 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:27 | 3.1450 (0) | 26.7372 dC | 58.8666 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:32 | 3.1450 (0) | 26.7294 dC | 58.8426 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:37 | 3.1450 (0) | 26.7012 dC | 58.7994 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:42 | 3.1450 (0) | 26.6733 dC | 58.7947 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:47 | 3.1450 (0) | 26.6634 dC | 58.8345 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:52 | 3.1450 (0) | 26.6678 dC | 58.8380 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:43:57 | 3.1450 (0) | 26.6689 dC | 58.8070 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:02 | 3.1450 (0) | 26.6470 dC | 58.8273 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:07 | 3.1450 (0) | 26.6605 dC | 58.8437 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:12 | 3.1450 (0) | 26.6542 dC | 58.8391 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:17 | 3.1450 (0) | 26.6399 dC | 58.8428 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:22 | 3.1450 (0) | 26.6396 dC | 58.8175 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:27 | 3.1450 (0) | 26.6363 dC | 58.8025 rH | 545.0000 lx | 4.3015 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:32 | 3.1450 (0) | 26.6333 dC | 58.8081 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:37 | 3.1450 (0) | 26.6191 dC | 58.8115 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:46 | 3.1450 (0) | 26.6232 dC | 58.8278 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:51 | 3.1450 (0) | 26.6130 dC | 58.8232 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:44:56 | 3.1450 (0) | 26.5957 dC | 58.8476 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:01 | 3.1450 (0) | 26.5894 dC | 58.8427 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:06 | 3.1450 (0) | 26.5917 dC | 58.8167 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:11 | 3.1450 (0) | 26.5726 dC | 58.8165 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:16 | 3.1450 (0) | 26.5621 dC | 58.7940 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:21 | 3.1450 (0) | 26.5554 dC | 58.7816 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:26 | 3.1450 (0) | 26.5598 dC | 58.8487 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:31 | 3.1450 (0) | 26.5686 dC | 58.8165 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:36 | 3.1450 (0) | 26.5476 dC | 58.8345 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:41 | 3.1450 (0) | 26.5518 dC | 58.8312 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:46 | 3.1450 (0) | 26.5303 dC | 58.8234 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:51 | 3.1450 (0) | 26.5293 dC | 58.7935 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:45:56 | 3.1450 (0) | 26.5011 dC | 58.7874 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
