

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 23:14:36 | 3.1450 (0) | 26.1148 dC | 59.8051 rH | 26.6667 lx | 0.2105 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:11 | 3.1450 (0) | 26.0740 dC | 56.2829 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:16 | 3.1450 (0) | 26.0738 dC | 56.2610 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:21 | 3.1450 (0) | 26.0546 dC | 56.2583 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:26 | 3.1450 (0) | 26.0429 dC | 56.2506 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:31 | 3.1450 (0) | 26.0464 dC | 56.2046 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:36 | 3.1450 (0) | 26.0490 dC | 56.2402 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:41 | 3.1450 (0) | 26.0559 dC | 56.2032 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:46 | 3.1450 (0) | 26.0288 dC | 56.1640 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:51 | 3.1450 (0) | 26.0408 dC | 56.1463 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:56 | 3.1450 (0) | 26.0431 dC | 56.1481 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:01 | 3.1450 (0) | 26.0363 dC | 56.1018 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:06 | 3.1450 (0) | 26.0372 dC | 56.1358 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:11 | 3.1450 (0) | 26.0384 dC | 56.0868 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:16 | 3.1450 (0) | 26.0256 dC | 56.0755 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:21 | 3.1450 (0) | 26.0117 dC | 56.0669 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:26 | 3.1450 (0) | 25.9977 dC | 56.0480 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:31 | 3.1450 (0) | 26.0166 dC | 56.0150 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:36 | 3.1450 (0) | 25.9951 dC | 55.9579 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:41 | 3.1450 (0) | 25.9924 dC | 55.9673 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:46 | 3.1450 (0) | 25.9911 dC | 55.9399 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:51 | 3.1450 (0) | 25.9850 dC | 55.9375 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:27:56 | 3.1450 (0) | 25.9966 dC | 55.9114 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:01 | 3.1450 (0) | 25.9850 dC | 55.8917 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:06 | 3.1450 (0) | 25.9626 dC | 55.8518 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:11 | 3.1450 (0) | 25.9613 dC | 55.8503 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:16 | 3.1450 (0) | 25.9531 dC | 55.8524 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:21 | 3.1450 (0) | 25.9718 dC | 55.8224 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:26 | 3.1450 (0) | 25.9640 dC | 55.8011 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:31 | 3.1450 (0) | 25.9609 dC | 55.8169 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:36 | 3.1450 (0) | 25.9563 dC | 55.7778 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:41 | 3.1450 (0) | 25.9722 dC | 55.7567 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:46 | 3.1450 (0) | 25.9527 dC | 55.7045 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:51 | 3.1450 (0) | 25.9304 dC | 55.7131 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:28:56 | 3.1450 (0) | 25.9407 dC | 55.6868 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:01 | 3.1450 (0) | 25.9230 dC | 55.6646 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:06 | 3.1450 (0) | 25.9466 dC | 55.6669 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:11 | 3.1450 (0) | 25.9439 dC | 55.6645 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:16 | 3.1450 (0) | 25.9312 dC | 55.6014 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:21 | 3.1450 (0) | 25.9048 dC | 55.5791 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:26 | 3.1450 (0) | 25.9026 dC | 55.5618 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:31 | 3.1450 (0) | 25.9144 dC | 55.5586 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:36 | 3.1450 (0) | 25.8989 dC | 55.5426 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:41 | 3.1450 (0) | 25.9216 dC | 55.5268 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:46 | 3.1450 (0) | 25.9115 dC | 55.4987 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:51 | 3.1450 (0) | 25.9089 dC | 55.4620 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:29:56 | 3.1450 (0) | 25.8924 dC | 55.4837 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:01 | 3.1450 (0) | 25.8806 dC | 55.4603 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:06 | 3.1450 (0) | 25.8888 dC | 55.4419 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:11 | 3.1450 (0) | 25.8865 dC | 55.3959 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:16 | 3.1450 (0) | 25.8692 dC | 55.3772 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:21 | 3.1450 (0) | 25.8705 dC | 55.3670 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:26 | 3.1450 (0) | 25.8476 dC | 55.3531 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:31 | 3.1450 (0) | 25.8503 dC | 55.3469 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:36 | 3.1450 (0) | 25.8581 dC | 55.3236 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:41 | 3.1450 (0) | 25.8266 dC | 55.3100 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:46 | 3.1450 (0) | 25.8492 dC | 55.3071 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:51 | 3.1450 (0) | 25.8627 dC | 55.2898 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:30:56 | 3.1450 (0) | 25.8699 dC | 55.2452 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:01 | 3.1450 (0) | 25.8619 dC | 55.2559 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:06 | 3.1450 (0) | 25.8688 dC | 55.2279 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:11 | 3.1450 (0) | 25.8467 dC | 55.2249 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:16 | 3.1450 (0) | 25.8463 dC | 55.1844 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:21 | 3.1450 (0) | 25.8587 dC | 55.1684 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:26 | 3.1450 (0) | 25.8503 dC | 55.1370 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:31 | 3.1450 (0) | 25.8308 dC | 55.0947 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:36 | 3.1450 (0) | 25.8364 dC | 55.1207 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:41 | 3.1450 (0) | 25.8179 dC | 55.0896 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:46 | 3.1450 (0) | 25.8091 dC | 55.0708 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:51 | 3.1450 (0) | 25.7887 dC | 55.0555 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:31:56 | 3.1450 (0) | 25.8108 dC | 55.0320 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:01 | 3.1450 (0) | 25.8137 dC | 55.0188 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:06 | 3.1450 (0) | 25.8169 dC | 55.0102 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:11 | 3.1450 (0) | 25.8076 dC | 54.9417 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:16 | 3.1450 (0) | 25.7847 dC | 54.9382 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:21 | 3.1450 (0) | 25.7883 dC | 54.9248 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:26 | 3.1450 (0) | 25.7647 dC | 54.9343 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:31 | 3.1450 (0) | 25.7824 dC | 54.8942 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:36 | 3.1450 (0) | 25.7727 dC | 54.8986 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:41 | 3.1450 (0) | 25.7706 dC | 54.8598 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:46 | 3.1450 (0) | 25.7713 dC | 54.8348 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:51 | 3.1450 (0) | 25.7883 dC | 54.8351 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:32:56 | 3.1450 (0) | 25.7408 dC | 54.7589 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:01 | 3.1450 (0) | 25.7257 dC | 54.7600 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:06 | 3.1450 (0) | 25.7113 dC | 54.7530 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:11 | 3.1450 (0) | 25.7149 dC | 54.7283 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:16 | 3.1450 (0) | 25.7172 dC | 54.7205 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:21 | 3.1450 (0) | 25.7280 dC | 54.7068 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:26 | 3.1450 (0) | 25.7463 dC | 54.7296 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:31 | 3.1450 (0) | 25.7185 dC | 54.6781 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:36 | 3.1450 (0) | 25.7084 dC | 54.6668 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:41 | 3.1450 (0) | 25.6966 dC | 54.6556 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:46 | 3.1450 (0) | 25.7175 dC | 54.6438 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:51 | 3.1450 (0) | 25.7130 dC | 54.6275 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:33:56 | 3.1450 (0) | 25.7090 dC | 54.5890 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:01 | 3.1450 (0) | 25.7391 dC | 54.5703 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:06 | 3.1450 (0) | 25.7029 dC | 54.5527 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:11 | 3.1450 (0) | 25.7011 dC | 54.5226 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:16 | 3.1450 (0) | 25.7021 dC | 54.5105 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:21 | 3.1450 (0) | 25.7084 dC | 54.5038 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:26 | 3.1450 (0) | 25.7133 dC | 54.4801 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:31 | 3.1450 (0) | 25.7010 dC | 54.4640 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:36 | 3.1450 (0) | 25.7221 dC | 54.4508 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:41 | 3.1450 (0) | 25.7126 dC | 54.4093 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:46 | 3.1450 (0) | 25.6920 dC | 54.3789 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:51 | 3.1450 (0) | 25.6907 dC | 54.3661 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:34:56 | 3.1450 (0) | 25.6998 dC | 54.3914 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:01 | 3.1450 (0) | 25.6878 dC | 54.3303 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:06 | 3.1450 (0) | 25.6996 dC | 54.3325 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:11 | 3.1450 (0) | 25.6969 dC | 54.2881 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:16 | 3.1450 (0) | 25.7021 dC | 54.3226 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:21 | 3.1450 (0) | 25.6920 dC | 54.2868 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:26 | 3.1450 (0) | 25.6956 dC | 54.2623 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:31 | 3.1450 (0) | 25.6746 dC | 54.2476 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:36 | 3.1450 (0) | 25.6796 dC | 54.1964 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:41 | 3.1450 (0) | 25.6714 dC | 54.2011 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:46 | 3.1450 (0) | 25.6626 dC | 54.2146 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:51 | 3.1450 (0) | 25.6855 dC | 54.1674 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:35:56 | 3.1450 (0) | 25.6765 dC | 54.1674 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:01 | 3.1450 (0) | 25.6882 dC | 54.1446 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:06 | 3.1450 (0) | 25.6933 dC | 54.1245 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:11 | 3.1450 (0) | 25.6933 dC | 54.0748 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:16 | 3.1450 (0) | 25.6893 dC | 54.1017 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:21 | 3.1450 (0) | 25.6950 dC | 54.0792 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:26 | 3.1450 (0) | 25.6952 dC | 54.0584 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:31 | 3.1450 (0) | 25.7021 dC | 54.0518 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:36 | 3.1450 (0) | 25.7080 dC | 54.0340 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:41 | 3.1450 (0) | 25.7097 dC | 53.9875 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:46 | 3.1450 (0) | 25.6681 dC | 53.9357 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:51 | 3.1450 (0) | 25.6763 dC | 53.9311 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:36:56 | 3.1450 (0) | 25.6550 dC | 53.9373 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:01 | 3.1450 (0) | 25.6290 dC | 53.9367 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:06 | 3.1450 (0) | 25.6330 dC | 53.8529 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:11 | 3.1450 (0) | 25.6317 dC | 53.9193 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:16 | 3.1450 (0) | 25.6495 dC | 53.8836 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:21 | 3.1450 (0) | 25.6578 dC | 53.9057 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:26 | 3.1450 (0) | 25.6485 dC | 53.8786 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:31 | 3.1450 (0) | 25.6823 dC | 53.8229 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:36 | 3.1450 (0) | 25.6729 dC | 53.8252 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:41 | 3.1450 (0) | 25.6536 dC | 53.8218 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
