

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 23:14:36 | 3.1450 (0) | 26.1148 dC | 59.8051 rH | 26.6667 lx | 0.2105 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:16 | 3.1450 (0) | 26.1850 dC | 59.1112 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:21 | 3.1450 (0) | 26.1831 dC | 59.1445 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:26 | 3.1450 (0) | 26.1646 dC | 59.1044 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:31 | 3.1450 (0) | 26.1656 dC | 59.0543 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:36 | 3.1450 (0) | 26.1545 dC | 59.0517 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:41 | 3.1450 (0) | 26.1267 dC | 59.0214 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:46 | 3.1450 (0) | 26.1440 dC | 59.0289 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:51 | 3.1450 (0) | 26.1425 dC | 58.9839 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:16:56 | 3.1450 (0) | 26.1234 dC | 58.9906 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:01 | 3.1450 (0) | 26.1381 dC | 58.9321 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:06 | 3.1450 (0) | 26.1148 dC | 58.8907 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:11 | 3.1450 (0) | 26.0712 dC | 58.8852 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:16 | 3.1450 (0) | 26.0830 dC | 58.8515 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:21 | 3.1450 (0) | 26.0895 dC | 58.9035 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:26 | 3.1450 (0) | 26.0857 dC | 58.8215 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:31 | 3.1450 (0) | 26.0508 dC | 58.8239 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:36 | 3.1450 (0) | 26.0530 dC | 58.7995 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:41 | 3.1450 (0) | 26.0637 dC | 58.7941 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:46 | 3.1450 (0) | 26.0725 dC | 58.8000 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:51 | 3.1450 (0) | 26.0780 dC | 58.7358 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:17:56 | 3.1450 (0) | 26.0649 dC | 58.6947 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:01 | 3.1450 (0) | 26.0647 dC | 58.6857 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:06 | 3.1450 (0) | 26.0334 dC | 58.7026 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:11 | 3.1450 (0) | 26.0475 dC | 58.6656 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:16 | 3.1450 (0) | 26.0717 dC | 58.6102 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:21 | 3.1450 (0) | 26.0540 dC | 58.5821 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:26 | 3.1450 (0) | 26.0412 dC | 58.5676 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:31 | 3.1450 (0) | 26.0212 dC | 58.5453 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:36 | 3.1450 (0) | 26.0166 dC | 58.4929 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:41 | 3.1450 (0) | 26.0193 dC | 58.5116 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:46 | 3.1450 (0) | 26.0111 dC | 58.4837 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:51 | 3.1450 (0) | 26.0084 dC | 58.5069 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:18:56 | 3.1450 (0) | 25.9989 dC | 58.4408 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:01 | 3.1450 (0) | 26.0046 dC | 58.4356 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:06 | 3.1450 (0) | 25.9869 dC | 58.4189 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:11 | 3.1450 (0) | 25.9760 dC | 58.3601 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:16 | 3.1450 (0) | 25.9773 dC | 58.3200 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:21 | 3.1450 (0) | 25.9514 dC | 58.3051 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:26 | 3.1450 (0) | 25.9567 dC | 58.3159 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:31 | 3.1450 (0) | 25.9495 dC | 58.3000 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:36 | 3.1450 (0) | 25.9384 dC | 58.2788 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:41 | 3.1450 (0) | 25.9508 dC | 58.2624 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:46 | 3.1450 (0) | 25.9548 dC | 58.2170 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:51 | 3.1450 (0) | 25.9298 dC | 58.2017 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:19:56 | 3.1450 (0) | 25.9495 dC | 58.1971 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:01 | 3.1450 (0) | 25.9275 dC | 58.1091 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:06 | 3.1450 (0) | 25.9436 dC | 58.1483 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:11 | 3.1450 (0) | 25.9380 dC | 58.1240 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:16 | 3.1450 (0) | 25.9293 dC | 58.0860 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:21 | 3.1450 (0) | 25.9384 dC | 58.0741 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:26 | 3.1450 (0) | 25.9272 dC | 58.0634 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:31 | 3.1450 (0) | 25.9144 dC | 58.0170 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:36 | 3.1450 (0) | 25.8924 dC | 57.9843 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:41 | 3.1450 (0) | 25.9029 dC | 57.9930 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:46 | 3.1450 (0) | 25.8978 dC | 57.9867 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:51 | 3.1450 (0) | 25.9140 dC | 57.9670 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:20:56 | 3.1450 (0) | 25.9052 dC | 57.9371 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:01 | 3.1450 (0) | 25.9184 dC | 57.9046 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:06 | 3.1450 (0) | 25.9193 dC | 57.8877 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:11 | 3.1450 (0) | 25.9302 dC | 57.8511 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:16 | 3.1450 (0) | 25.9134 dC | 57.8271 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:21 | 3.1450 (0) | 25.8966 dC | 57.7827 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:26 | 3.1450 (0) | 25.9056 dC | 57.7958 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:31 | 3.1450 (0) | 25.8974 dC | 57.7403 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:36 | 3.1450 (0) | 25.9134 dC | 57.7384 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:41 | 3.1450 (0) | 25.9026 dC | 57.7444 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:46 | 3.1450 (0) | 25.9016 dC | 57.6892 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:51 | 3.1450 (0) | 25.9033 dC | 57.7138 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:21:56 | 3.1450 (0) | 25.8888 dC | 57.6413 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:01 | 3.1450 (0) | 25.9115 dC | 57.6644 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:06 | 3.1450 (0) | 25.9117 dC | 57.6283 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:11 | 3.1450 (0) | 25.9052 dC | 57.6056 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:16 | 3.1450 (0) | 25.9129 dC | 57.5938 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:21 | 3.1450 (0) | 25.9134 dC | 57.5777 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:26 | 3.1450 (0) | 25.9048 dC | 57.5060 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:31 | 3.1450 (0) | 25.9106 dC | 57.5297 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:36 | 3.1450 (0) | 25.9134 dC | 57.5077 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:41 | 3.1450 (0) | 26.0256 dC | 57.7046 rH | 23.3333 lx | 0.1842 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:46 | 3.1450 (0) | 27.3458 dC | 58.4810 rH | 21.6667 lx | 0.1710 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:51 | 3.1450 (0) | 27.4214 dC | 57.5619 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:22:56 | 3.1450 (0) | 27.0535 dC | 57.0969 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:01 | 3.1450 (0) | 26.8097 dC | 56.9982 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:06 | 3.1450 (0) | 26.6405 dC | 56.9452 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:11 | 3.1450 (0) | 26.5646 dC | 56.9489 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:16 | 3.1450 (0) | 26.5284 dC | 56.9311 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:21 | 3.1450 (0) | 26.4992 dC | 56.9366 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:26 | 3.1450 (0) | 26.4566 dC | 56.9021 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:31 | 3.1450 (0) | 26.4320 dC | 56.8921 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:36 | 3.1450 (0) | 26.4107 dC | 56.8894 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:41 | 3.1450 (0) | 26.3910 dC | 56.8761 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:46 | 3.1450 (0) | 26.3790 dC | 56.8400 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:51 | 3.1450 (0) | 26.3437 dC | 56.8254 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:23:56 | 3.1450 (0) | 26.3264 dC | 56.8258 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:01 | 3.1450 (0) | 26.3237 dC | 56.7888 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:06 | 3.1450 (0) | 26.3042 dC | 56.7328 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:11 | 3.1450 (0) | 26.3023 dC | 56.7593 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:16 | 3.1450 (0) | 26.2594 dC | 56.7060 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:21 | 3.1450 (0) | 26.2375 dC | 56.6916 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:26 | 3.1450 (0) | 26.2247 dC | 56.6887 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:31 | 3.1450 (0) | 26.2318 dC | 56.7156 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:36 | 3.1450 (0) | 26.2211 dC | 56.6737 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:41 | 3.1450 (0) | 26.2156 dC | 56.6499 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:46 | 3.1450 (0) | 26.1883 dC | 56.5827 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:51 | 3.1450 (0) | 26.2037 dC | 56.6085 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:24:56 | 3.1450 (0) | 26.1909 dC | 56.5797 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:01 | 3.1450 (0) | 26.1782 dC | 56.5715 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:06 | 3.1450 (0) | 26.1742 dC | 56.5870 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:11 | 3.1450 (0) | 26.1818 dC | 56.5312 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:16 | 3.1450 (0) | 26.1604 dC | 56.5071 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:21 | 3.1450 (0) | 26.1623 dC | 56.4939 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:26 | 3.1450 (0) | 26.1440 dC | 56.4825 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:31 | 3.1450 (0) | 26.1686 dC | 56.4639 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:36 | 3.1450 (0) | 26.1448 dC | 56.4403 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:41 | 3.1450 (0) | 26.1322 dC | 56.3879 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:46 | 3.1450 (0) | 26.1257 dC | 56.3843 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:51 | 3.1450 (0) | 26.1297 dC | 56.3787 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:25:56 | 3.1450 (0) | 26.1221 dC | 56.3608 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:01 | 3.1450 (0) | 26.1227 dC | 56.3387 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:26:06 | 3.1450 (0) | 26.0927 dC | 56.2912 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
