Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/03 12:14:02 | 3.1450 (0) | 26.3401 dC | 55.8707 rH | 122.5000 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:03 | 3.1450 (0) | 26.3369 dC | 55.9077 rH | 133.3333 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:04 | 3.1450 (0) | 26.3443 dC | 55.8989 rH | 125.0000 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:05 | 3.1450 (0) | 26.3401 dC | 55.9141 rH | 115.8333 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:06 | 3.1450 (0) | 26.3296 dC | 55.9502 rH | 155.8333 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:07 | 3.1450 (0) | 26.3430 dC | 55.9394 rH | 156.6667 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:09 | 3.1450 (0) | 26.3496 dC | 55.9409 rH | 155.0000 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:10 | 3.1450 (0) | 26.3395 dC | 55.9365 rH | 105.0000 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:11 | 3.1450 (0) | 26.3561 dC | 55.9728 rH | 85.8333 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:12 | 3.1450 (0) | 26.3510 dC | 55.9572 rH | 228.3333 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:13 | 3.1450 (0) | 26.3306 dC | 55.9660 rH | 208.3333 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:14 | 3.1450 (0) | 26.3437 dC | 55.9761 rH | 206.6667 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:16 | 3.1450 (0) | 26.3510 dC | 55.9920 rH | 220.0000 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:17 | 3.1450 (0) | 26.3556 dC | 55.9902 rH | 225.8333 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:18 | 3.1450 (0) | 26.3634 dC | 55.9788 rH | 233.3333 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:19 | 3.1450 (0) | 26.3662 dC | 56.0184 rH | 222.5000 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:20 | 3.1450 (0) | 26.3676 dC | 55.9982 rH | 195.0000 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:21 | 3.1450 (0) | 26.3660 dC | 56.0264 rH | 199.1667 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:22 | 3.1450 (0) | 26.3662 dC | 56.0513 rH | 206.6667 lx | 0.0070 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:24 | 3.1450 (0) | 26.3742 dC | 56.0333 rH | 1.6667 lx | 0.0060 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:25 | 3.1450 (0) | 26.3756 dC | 56.0434 rH | 116.6667 lx | 0.0060 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:26 | 3.1450 (0) | 26.3870 dC | 56.0553 rH | 176.6667 lx | 0.0060 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:01:18 | 3.1450 (0) | 25.4690 dC | 62.1018 rH | 25.8333 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:01:19 | 3.1450 (0) | 25.4663 dC | 62.1049 rH | 26.6667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:03:02 | 3.1450 (0) | 26.1133 dC | 62.2149 rH | 25.0000 lx | 0.0050 V | -0.0070 mV | -0.0610 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:03:38 | 3.1450 (0) | 26.2806 dC | 62.3049 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:39 | 3.1450 (0) | 26.2987 dC | 62.2910 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:41 | 3.1450 (0) | 26.3096 dC | 62.2987 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:42 | 3.1450 (0) | 26.2983 dC | 62.2807 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:43 | 3.1450 (0) | 26.3153 dC | 62.2518 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:44 | 3.1450 (0) | 26.3332 dC | 62.2803 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:45 | 3.1450 (0) | 26.3153 dC | 62.2787 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:46 | 3.1450 (0) | 26.3264 dC | 62.2826 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:47 | 3.1450 (0) | 26.3138 dC | 62.2910 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:49 | 3.1450 (0) | 26.3187 dC | 62.2908 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:50 | 3.1450 (0) | 26.3174 dC | 62.3114 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:51 | 3.1450 (0) | 26.3378 dC | 62.3109 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:52 | 3.1450 (0) | 26.3502 dC | 62.3328 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:53 | 3.1450 (0) | 26.3617 dC | 62.2929 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:54 | 3.1450 (0) | 26.3424 dC | 62.3099 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:55 | 3.1450 (0) | 26.3561 dC | 62.3297 rH | 30.0000 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:57 | 3.1450 (0) | 26.3557 dC | 62.3084 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:58 | 3.1450 (0) | 26.3697 dC | 62.3407 rH | 29.1667 lx | 0.0050 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:03:59 | 3.1450 (0) | 26.3716 dC | 62.3160 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:00 | 3.1450 (0) | 26.3779 dC | 62.3384 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:01 | 3.1450 (0) | 26.3794 dC | 62.3194 rH | 30.0000 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:02 | 3.1450 (0) | 26.4029 dC | 62.3219 rH | 30.8333 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:03 | 3.1450 (0) | 26.3821 dC | 62.3490 rH | 30.8333 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:05 | 3.1450 (0) | 26.3975 dC | 62.3335 rH | 30.8333 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:06 | 3.1450 (0) | 26.3973 dC | 62.3553 rH | 30.8333 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:07 | 3.1450 (0) | 26.4029 dC | 62.3337 rH | 30.8333 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:08 | 3.1450 (0) | 26.4097 dC | 62.3280 rH | 30.8333 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:09 | 3.1450 (0) | 26.4172 dC | 62.3340 rH | 30.8333 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:10 | 3.1450 (0) | 26.4265 dC | 62.3687 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:11 | 3.1450 (0) | 26.4257 dC | 62.3637 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:13 | 3.1450 (0) | 26.4320 dC | 62.3494 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:14 | 3.1450 (0) | 26.4257 dC | 62.3424 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:15 | 3.1450 (0) | 26.4399 dC | 62.3688 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:16 | 3.1450 (0) | 26.4313 dC | 62.3495 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:17 | 3.1450 (0) | 26.4366 dC | 62.3511 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:18 | 3.1450 (0) | 26.4454 dC | 62.3623 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:20 | 3.1450 (0) | 26.4393 dC | 62.4013 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:21 | 3.1450 (0) | 26.4458 dC | 62.3878 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:22 | 3.1450 (0) | 26.4778 dC | 62.3695 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:23 | 3.1450 (0) | 26.4605 dC | 62.3864 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:24 | 3.1450 (0) | 26.4605 dC | 62.3867 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:25 | 3.1450 (0) | 26.4690 dC | 62.3796 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:27 | 3.1450 (0) | 26.4742 dC | 62.3760 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:28 | 3.1450 (0) | 26.4614 dC | 62.3763 rH | 30.0000 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:29 | 3.1450 (0) | 26.4608 dC | 62.3973 rH | 29.1667 lx | 0.0030 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:30 | 3.1450 (0) | 26.4883 dC | 62.3728 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:31 | 3.1450 (0) | 26.4975 dC | 62.3857 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:32 | 3.1450 (0) | 26.4851 dC | 62.3965 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:34 | 3.1450 (0) | 26.4832 dC | 62.4145 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:35 | 3.1450 (0) | 26.4818 dC | 62.4168 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:36 | 3.1450 (0) | 26.4900 dC | 62.3902 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:37 | 3.1450 (0) | 26.5070 dC | 62.3831 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:38 | 3.1450 (0) | 26.5097 dC | 62.4089 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:04:39 | 3.1450 (0) | 26.5083 dC | 62.3869 rH | 29.1667 lx | 0.0020 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 19:08:53 | 3.1450 (0) | 26.9760 dC | 62.6829 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:08:55 | 3.1450 (0) | 26.9766 dC | 62.6736 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:08:57 | 3.1450 (0) | 26.9836 dC | 62.6779 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:08:59 | 3.1450 (0) | 26.9724 dC | 62.6269 rH | 22.5000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:01 | 3.1450 (0) | 26.9869 dC | 62.6881 rH | 17.5000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:03 | 3.1450 (0) | 26.9896 dC | 62.6739 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:05 | 3.1450 (0) | 26.9960 dC | 62.6740 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:07 | 3.1450 (0) | 27.0060 dC | 62.6978 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:09 | 3.1450 (0) | 27.0046 dC | 62.6824 rH | 29.1667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:11 | 3.1450 (0) | 27.0138 dC | 62.6905 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:13 | 3.1450 (0) | 27.0092 dC | 62.7330 rH | 30.0000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:15 | 3.1450 (0) | 27.0119 dC | 62.6748 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:17 | 3.1450 (0) | 27.0201 dC | 62.6710 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:19 | 3.1450 (0) | 27.0252 dC | 62.6934 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:21 | 3.1450 (0) | 27.0201 dC | 62.7183 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:23 | 3.1450 (0) | 27.0155 dC | 62.6918 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:25 | 3.1450 (0) | 27.0233 dC | 62.7393 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:27 | 3.1450 (0) | 27.0151 dC | 62.6686 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:29 | 3.1450 (0) | 27.0189 dC | 62.6818 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:31 | 3.1450 (0) | 27.0361 dC | 62.7203 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:33 | 3.1450 (0) | 27.0370 dC | 62.6753 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:35 | 3.1450 (0) | 27.0308 dC | 62.7034 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:37 | 3.1450 (0) | 27.0329 dC | 62.7047 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:39 | 3.1450 (0) | 27.0247 dC | 62.6886 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:41 | 3.1450 (0) | 27.0557 dC | 62.6935 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:43 | 3.1450 (0) | 27.0252 dC | 62.6893 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:45 | 3.1450 (0) | 27.0294 dC | 62.7003 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:47 | 3.1450 (0) | 27.0348 dC | 62.6825 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:49 | 3.1450 (0) | 27.0306 dC | 62.6523 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:51 | 3.1450 (0) | 27.0433 dC | 62.6673 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:53 | 3.1450 (0) | 27.0632 dC | 62.6725 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:55 | 3.1450 (0) | 27.0576 dC | 62.7140 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:57 | 3.1450 (0) | 27.0390 dC | 62.7055 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:09:59 | 3.0930 (0) | 27.0443 dC | 62.6837 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:01 | 3.1450 (0) | 27.0340 dC | 62.6869 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:03 | 3.1450 (0) | 27.0458 dC | 62.6891 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:05 | 3.1450 (0) | 27.0489 dC | 62.6854 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:07 | 3.1450 (0) | 27.0626 dC | 62.6557 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:09 | 3.1450 (0) | 27.0540 dC | 62.6858 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:11 | 3.1450 (0) | 27.0384 dC | 62.6876 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:13 | 3.1450 (0) | 27.0561 dC | 62.6878 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:15 | 3.1450 (0) | 27.0594 dC | 62.6803 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:17 | 3.1450 (0) | 27.0584 dC | 62.6813 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:19 | 3.1450 (0) | 27.0508 dC | 62.6818 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:21 | 3.1450 (0) | 27.0472 dC | 62.7072 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:23 | 3.1450 (0) | 27.0561 dC | 62.7064 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:25 | 3.1450 (0) | 27.0658 dC | 62.6791 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:27 | 3.1450 (0) | 27.0636 dC | 62.6740 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:29 | 3.1450 (0) | 27.0649 dC | 62.7056 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:31 | 3.1450 (0) | 27.0603 dC | 62.6793 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:33 | 3.1450 (0) | 27.0494 dC | 62.6925 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:35 | 3.1450 (0) | 27.0590 dC | 62.6991 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:37 | 3.1450 (0) | 27.0531 dC | 62.6732 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:39 | 3.1450 (0) | 27.0498 dC | 62.6675 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:41 | 3.1450 (0) | 27.0494 dC | 62.6759 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:43 | 3.1450 (0) | 27.0586 dC | 62.7026 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:45 | 3.1450 (0) | 27.0653 dC | 62.6856 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:47 | 3.1450 (0) | 27.0504 dC | 62.6764 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:49 | 3.1450 (0) | 27.0630 dC | 62.6707 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:51 | 3.1450 (0) | 27.0664 dC | 62.6695 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:53 | 3.1450 (0) | 27.0668 dC | 62.6883 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:55 | 3.1450 (0) | 27.0689 dC | 62.6954 rH | 31.6667 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:57 | 27.0826 dC | 62.6952 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:10:59 | 3.1450 (0) | 27.0639 dC | 62.6603 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:01 | 3.1450 (0) | 27.0758 dC | 62.6720 rH | 32.5000 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:03 | 3.1450 (0) | 27.0664 dC | 62.6718 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:05 | 3.1450 (0) | 27.0859 dC | 62.7106 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:07 | 3.1450 (0) | 27.0708 dC | 62.6968 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:09 | 3.1450 (0) | 27.0672 dC | 62.6918 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:11 | 3.1450 (0) | 27.0573 dC | 62.6420 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:13 | 3.1450 (0) | 27.0527 dC | 62.6740 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:15 | 3.1450 (0) | 27.0609 dC | 62.6857 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:17 | 3.1450 (0) | 27.0535 dC | 62.6771 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:19 | 3.1450 (0) | 27.0618 dC | 62.6465 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:21 | 3.1450 (0) | 27.0586 dC | 62.6658 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:23 | 3.1450 (0) | 27.0557 dC | 62.6762 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:25 | 3.1450 (0) | 27.0645 dC | 62.6899 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:27 | 3.1450 (0) | 27.0443 dC | 62.6647 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:29 | 3.1450 (0) | 27.0584 dC | 62.6883 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:31 | 3.1450 (0) | 27.0607 dC | 62.6624 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/05 19:11:33 | 3.1450 (0) | 27.0777 dC | 62.7143 rH | 30.8333 lx | 0.0000 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
